id,date,price,formated_price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_per_livingarea,expensive
2925059260,20150506T000000,800000,800000,5,2.5,3000,10560,1,0,0,3,8,1500,1500,1966,0,98004,476249,-122206,2690,11616,266.6666667,FALSE
8084400010,20150316T000000,650000,650000,3,1,920,6750,1,0,0,4,7,920,0,1951,0,98004,476322,-122212,1460,8933,706.5217391,TRUE
1266200130,20140615T000000,650000,650000,3,1.75,2140,9484,1,0,0,3,7,1290,850,1953,0,98004,476234,-122191,1960,9630,303.7383178,FALSE
5536100010,20150204T000000,1.05e+006,1050000,4,1,1330,9729,1,0,0,3,6,1330,0,1952,0,98004,476223,-122208,2920,10353,789.4736842,TRUE
824059321,20140602T000000,1.96522e+006,1965220,4,3.5,4370,8510,2,0,1,3,10,3610,760,2003,0,98004,475876,-122204,2960,10347,449.7070938,FALSE
4340000080,20150327T000000,1.45e+006,1450000,4,3.5,2820,7809,2,0,0,3,10,2820,0,1995,0,98004,47622,-122195,2630,7904,514.1843972,TRUE
862000020,20150206T000000,800000,800000,6,1,1430,20620,2,0,0,3,7,1430,0,1954,0,98004,476255,-122209,2450,10080,559.4405594,TRUE
4122700020,20140710T000000,850000,850000,5,2,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,476395,-122203,2810,13906,367.965368,FALSE
2344300122,20140808T000000,900000,900000,3,3.25,2620,7215,1,0,0,4,8,1770,850,1980,0,98004,475836,-122.2,2180,8931,343.5114504,FALSE
6043400006,20140729T000000,815000,815000,4,1.5,2060,16110,1,0,0,4,8,2060,0,1949,0,98004,475983,-122202,2060,16110,395.631068,FALSE
1925059049,20140721T000000,775000,775000,3,1,1175,10454,1,0,0,4,6,1175,0,1949,0,98004,476388,-122218,2010,10800,659.5744681,TRUE
3391500050,20140703T000000,1875000000,1875000,4,3.25,3930,10929,2,0,0,3,10,3930,0,2006,0,98004,476259,-122194,1780,9999,477.0992366,TRUE
3025059136,20140813T000000,800000,800000,2,1,1050,8750,1,0,0,4,7,1050,0,1951,0,98004,476294,-122215,3360,20115,761.9047619,TRUE
8964800225,20150303T000000,1.43e+006,1430000,3,2,1890,12017,1,0,2,3,8,1890,0,1949,0,98004,476203,-122.21,2000,12210,756.6137566,TRUE
524059093,20140825T000000,775000,775000,3,1.75,1640,18730,1.5,0,0,4,7,1640,0,1946,0,98004,475975,-122196,1670,12154,472.5609756,FALSE
1056200010,20140902T000000,750000,750000,3,1.75,1590,8285,1,0,0,4,8,1590,0,1956,0,98004,475855,-122194,1970,8970,471.6981132,FALSE
824059265,20141001T000000,1155000000,1155000,3,1.75,1640,10464,1,0,2,4,8,1640,0,1968,0,98004,475873,-122205,2630,18872,704.2682927,TRUE
6377200010,20141208T000000,2175000000,2175000,4,3,4750,21701,1.5,0,0,5,11,4750,0,1976,0,98004,476454,-122218,3120,18551,457.8947368,FALSE
853200010,20140701T000000,3.8e+006,3800000,5,5.5,7050,42840,1,0,2,4,13,4320,2730,1978,0,98004,476229,-122.22,5070,20570,539.0070922,TRUE
2025059150,20140702T000000,1038000000,1038000,4,1.75,1440,13296,1,0,0,4,8,1440,0,1967,0,98004,47634,-122204,3520,10802,720.8333333,TRUE
6448000020,20150129T000000,1.49e+006,1490000,4,2.5,2420,18480,1,0,0,4,9,2420,0,1967,0,98004,476214,-122227,3330,19910,615.7024793,TRUE
2450000290,20141215T000000,1245000000,1245000,5,2.5,3370,8113,2,0,0,3,9,3370,0,2005,0,98004,475812,-122196,2470,8113,369.4362018,FALSE
524059148,20140606T000000,1.6e+006,1600000,4,3.5,4280,9583,2,0,0,3,11,4280,0,2005,0,98004,475979,-122197,2360,10031,373.8317757,FALSE
7000100635,20140715T000000,600000,600000,3,1,940,19000,1,0,0,3,6,940,0,1945,0,98004,475828,-122.19,2280,19000,638.2978723,TRUE
685000265,20150102T000000,825000,825000,3,1.75,1930,8442,1,0,0,4,7,1930,0,1953,0,98004,476313,-122204,1790,8442,427.4611399,FALSE
8085400355,20141204T000000,1.27e+006,1270000,5,3,3950,9520,1,0,0,3,9,2250,1700,1953,2002,98004,476363,-122207,1890,9520,321.5189873,FALSE
644200040,20140515T000000,1000000,1000000,5,4.25,3920,16258,2,0,0,3,9,2900,1020,1990,0,98004,475871,-122192,2540,12131,255.1020408,FALSE
2925059294,20150327T000000,860000,860000,3,2,1880,8494,1,0,0,4,7,1200,680,1968,0,98004,476217,-122192,1290,9128,457.4468085,FALSE
8084900195,20141121T000000,1646000000,1646000,6,3.5,4010,16200,1,0,0,3,8,2090,1920,1955,1990,98004,476322,-122216,3560,16200,410.4738155,FALSE
1051000040,20150424T000000,1.8241e+006,1824100,3,2.25,3330,20053,2,0,0,3,9,3330,0,1968,1998,98004,476395,-122214,2870,20053,547.7777778,TRUE
8146100410,20140805T000000,760000,760000,3,1.5,1170,7645,1,0,0,4,7,1170,0,1955,0,98004,476077,-122194,1870,7678,649.5726496,TRUE
8146100325,20140505T000000,787000,787000,3,1.75,1330,7500,1,0,0,3,8,1330,0,1961,0,98004,476074,-122195,1690,7800,591.7293233,TRUE
5078400090,20141209T000000,915000,915000,5,2.75,2580,7630,1,0,0,4,7,1730,850,1954,0,98004,476226,-122205,2040,7717,354.6511628,FALSE
4389201021,20140701T000000,1.01425e+006,1014250,3,1,1640,12855,1.5,0,0,5,6,1500,140,1920,0,98004,476169,-122212,2190,11262,618.445122,TRUE
2387000110,20141110T000000,898000,898000,2,1.75,1490,9874,1,0,0,4,7,1490,0,1963,0,98004,476246,-122199,2280,9869,602.6845638,TRUE
9808700650,20150313T000000,1208000000,1208000,3,2.25,1590,8520,2,0,0,4,8,1590,0,1980,0,98004,476477,-122216,2470,12005,759.7484277,TRUE
8964800755,20150116T000000,1.59e+006,1590000,4,2.25,3240,11131,1,0,0,4,9,2080,1160,1953,0,98004,476182,-122215,2300,12150,490.7407407,TRUE
3835500195,20140618T000000,4489000000,4489000,4,3,6430,27517,2,0,0,3,12,6430,0,2001,0,98004,476208,-122219,3720,14592,698.1337481,TRUE
2450500110,20140508T000000,780000,780000,4,1.75,2480,9195,1,0,0,3,7,1390,1090,1950,0,98004,47584,-122195,2440,9195,314.516129,FALSE
7000100775,20140721T000000,625000,625000,3,2,1730,12219,1,0,0,4,7,1730,0,1986,0,98004,475825,-122189,2470,13594,361.2716763,FALSE
540100056,20140601T000000,843500,843500,4,2,2630,16475,2,0,0,4,8,2630,0,1953,0,98004,47639,-122219,2670,15001,320.7224335,FALSE
8146300015,20140716T000000,685000,685000,4,2.5,2170,8680,1,0,0,3,7,1220,950,1959,0,98004,476078,-122192,2010,8680,315.6682028,FALSE
4389200610,20141201T000000,903000,903000,2,1.5,1140,7800,1,0,0,4,6,1140,0,1947,0,98004,476142,-122209,2020,7800,792.1052632,TRUE
7768700300,20141205T000000,2575000000,2575000,4,4.25,5540,15408,2,0,1,3,11,4280,1260,2006,0,98004,476071,-122212,3570,14750,464.801444,FALSE
3536900110,20141009T000000,1.3625e+006,1362500,3,2,2310,21318,1,0,0,3,10,2310,0,1979,1996,98004,476381,-122224,2950,21814,589.8268398,TRUE
3472800065,20140826T000000,1698000000,1698000,4,3,3600,9687,2,0,0,4,9,3600,0,1959,1995,98004,476257,-122208,2620,10400,471.6666667,FALSE
644000040,20150429T000000,1.78e+006,1780000,4,3.25,3950,10912,2,0,0,3,10,3950,0,2003,0,98004,475877,-122196,3000,10998,450.6329114,FALSE
3537900180,20141020T000000,700000,700000,2,1,1300,12000,1,0,0,4,8,1300,0,1959,0,98004,476366,-122229,2420,15000,538.4615385,TRUE
4389200753,20140819T000000,1565000000,1565000,4,2.75,2810,8570,2,0,0,3,10,2810,0,1993,0,98004,476159,-122211,2810,9621,556.9395018,TRUE
8861000210,20150408T000000,865000,865000,3,1.75,1480,8163,1,0,0,3,7,1040,440,1953,0,98004,47638,-122206,2170,11124,584.4594595,TRUE
524059250,20140922T000000,1388000000,1388000,4,2.5,3450,17400,1.5,0,0,4,9,2180,1270,1964,0,98004,475969,-122206,3770,19530,402.318840,FALSE
686900030,20150323T000000,999950,999950,3,2.25,3740,22464,2,0,0,5,8,2330,1410,1966,0,98004,476354,-122196,2680,19564,267.3663102,FALSE
8861000060,20141231T000000,875000,875000,3,1,1160,10732,1,0,0,3,7,1160,0,1953,0,98004,476391,-122205,2390,13656,754.3103448,TRUE
682000030,20140703T000000,610000,610000,3,2,2300,13418,1,0,0,3,8,1430,870,1955,0,98004,476075,-122.2,2140,9380,265.2173913,FALSE
650000030,20141017T000000,745000,745000,3,1,1390,9112,1,0,0,4,7,1390,0,1951,0,98004,476071,-122197,2290,9112,535.971223,TRUE
8146200070,20150310T000000,1.7e+006,1700000,5,2.75,3810,9360,2,0,0,3,10,3810,0,2014,0,98004,476039,-122194,2110,9870,446.1942257,FALSE
711000070,20140725T000000,730000,730000,3,1.75,2040,11294,1,0,0,4,7,1340,700,1952,0,98004,475923,-122197,2120,9587,357.8431373,FALSE
2025059204,20140730T000000,1.01305e+006,1013050,4,2.5,2480,12688,1,0,0,4,9,1820,660,1967,0,98004,476344,-122205,2910,11979,408.4879032,FALSE
8085400055,20150428T000000,1.5825e+006,1582500,4,2.5,3980,16304,1,0,1,3,10,2480,1500,1968,0,98004,47639,-122.21,3980,16304,397.6130653,FALSE
1652500060,20140711T000000,1.65e+006,1650000,8,2.75,4040,20666,1,0,0,4,9,2020,2020,1962,0,98004,47634,-122221,3670,20500,408.4158416,FALSE
1925059200,20150407T000000,1.5576e+006,1557600,4,2.5,2700,17853,2,0,0,4,9,2700,0,1960,0,98004,476463,-122219,3790,16672,576.8888889,TRUE
3860400060,20140801T000000,1.13e+006,1130000,4,2.5,2660,11200,2,0,0,3,9,2660,0,1999,0,98004,475894,-122197,3290,11275,424.8120301,FALSE
6669000070,20140805T000000,1000000,1000000,4,1.75,1780,11436,1,0,0,5,9,1780,0,1967,0,98004,476273,-122194,2100,12052,561.7977528,TRUE
685000160,20150212T000000,770000,770000,4,1.75,2520,8442,1,0,0,4,7,1640,880,1953,0,98004,476317,-122205,2110,8442,305.5555556,FALSE
8964800695,20150327T000000,1.45e+006,1450000,3,1.75,2230,13529,1,0,0,3,9,2230,0,1949,0,98004,476204,-122217,2230,11900,650.2242152,TRUE
3536900030,20150209T000000,1.6e+006,1600000,3,2.75,3040,21052,2,0,0,4,10,3040,0,1980,0,98004,47638,-122225,2950,21052,526.3157895,TRUE
5078400160,20140605T000000,1.8e+006,1800000,5,4.5,4400,15580,2,0,0,3,11,3390,1010,2003,0,98004,476232,-122207,2150,14249,409.0909091,FALSE
3860900003,20140617T000000,1.17e+006,1170000,4,2.5,2570,6251,2,0,0,3,9,2570,0,2000,0,98004,47593,-122197,2570,9588,455.2529183,FALSE
2450000320,20140523T000000,607000,607000,3,1,1230,8114,1,0,0,4,7,1230,0,1951,0,98004,475822,-122196,2220,8114,493.495935,TRUE
524059208,20150220T000000,650000,650000,4,1.75,1900,10454,1,0,0,4,7,1180,720,1954,0,98004,475933,-122195,2060,11325,342.1052632,FALSE
8964800890,20150109T000000,3.2e+006,3200000,3,3.25,4560,13363,1,0,4,3,11,2760,1800,1995,0,98004,476205,-122214,4060,13362,701.754386,TRUE
629000510,20140730T000000,1185000000,1185000,4,2.75,3020,8622,2,0,0,3,9,3020,0,1976,2003,98004,475866,-122201,3060,14303,392.384106,FALSE
3860900111,20141202T000000,695000,695000,5,1.75,1790,9335,2,0,0,5,8,1790,0,1952,0,98004,475945,-122201,1840,9612,388.2681564,FALSE
2450500060,20140826T000000,1.62e+006,1620000,4,3.25,3820,8114,2,0,0,3,10,3820,0,2005,0,98004,475837,-122194,2440,9195,424.0837696,FALSE
2068000270,20140805T000000,1.4e+006,1400000,5,3,3850,14990,1,0,0,4,9,2290,1560,1964,0,98004,476425,-122218,3010,15001,363.6363636,FALSE
8964800390,20140508T000000,1.5e+006,1500000,3,1.75,2430,12757,1,0,2,4,8,1340,1090,1952,0,98004,476201,-122209,2930,12450,617.2839506,TRUE
1424200070,20140507T000000,1.11e+006,1110000,4,1.5,2310,13300,1,0,0,3,7,1890,420,1950,0,98004,476232,-122.21,2840,12744,480.5194805,TRUE
250000320,20140929T000000,626000,626000,4,1.75,1350,9293,1,0,0,4,7,1350,0,1954,0,98004,476335,-122196,1890,9293,463.7037037,FALSE
4107100204,20140821T000000,2135000000,2135000,4,3.25,3860,17820,1,0,4,4,10,2630,1230,1975,0,98004,476224,-122215,4590,23760,553.1088083,TRUE
824059324,20150325T000000,1.45e+006,1450000,4,3.5,3720,8301,2,0,0,3,10,2880,840,2008,0,98004,475885,-122199,2080,9676,389.7849462,FALSE
644000102,20150413T000000,650000,650000,3,1,1520,10227,1,0,0,4,6,1520,0,1951,0,98004,475872,-122196,2710,10912,427.6315789,FALSE
727500030,20140715T000000,815000,815000,3,1.5,1370,8671,1,0,0,3,7,1370,0,1955,0,98004,476217,-122198,1580,8671,594.8905109,TRUE
1651800030,20140829T000000,1.65e+006,1650000,4,2.25,2920,20400,1,0,0,4,11,2920,0,1966,0,98004,476237,-122228,3080,20400,565.0684932,TRUE
686800070,20140610T000000,895000,895000,5,2.5,2550,20875,1,0,0,4,9,1610,940,1953,0,98004,476336,-122192,2510,21673,350.9803922,FALSE
