price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,expensive
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1
0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1
1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1
1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0
1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0
1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0
1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1
0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1
0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0
1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1
1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1
1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1
0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1
0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1
0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0
0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0
1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1
0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0
0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0
1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1
1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0
1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0
1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
